[ 2018-09-30T10:32:07+08:00 ] /Admin/index.php/Common/nvigateTO/groupid/41 | INFO: [ route_check ] --START--
[ 2018-09-30T11:06:08+08:00 ] /Admin/index.php/Common/nvigateTO/groupid/41 | SQL: SHOW COLUMNS FROM `mis_system_panel` [ 执行文件：E:\phpStudy\PHPTutorial\WWW\modelSys\Admin\Lib\Model\SerialNumberModel.class.php，行号:123，运行时间:0.0040s ]
[ 2018-09-30T11:06:08+08:00 ] /Admin/index.php/Common/nvigateTO/groupid/41 | NOTIC: [8] Undefined index: nodeActionName1 common.php 第 4027 行.
[ 2018-09-30T11:06:08+08:00 ] /Admin/index.php/Common/nvigateTO/groupid/41 | NOTIC: [8] Undefined index: nodeAuditId1 common.php 第 4029 行.
[ 2018-09-30T11:06:08+08:00 ] /Admin/index.php/Common/nvigateTO/groupid/41 | NOTIC: [8] Undefined index: extendwhere Model.class.php 第 278 行.
[ 2018-09-30T11:06:08+08:00 ] /Admin/index.php/Common/nvigateTO/groupid/41 | SQL: SELECT * FROM `mis_system_panel` WHERE ( `status` = 1 ) AND ( `isbasepanel` = 1 )  [ 执行文件：E:\phpStudy\PHPTutorial\WWW\modelSys\Admin\Lib\Model\MisSystemPanelModel.class.php，行号:47，运行时间:0.0000s ]
[ 2018-09-30T11:06:08+08:00 ] /Admin/index.php/Common/nvigateTO/groupid/41 | SQL: SELECT * FROM `mis_system_panel` WHERE ( `status` = 1 ) AND ( `isbasepanel` = 1 )  [ 执行文件：E:\phpStudy\PHPTutorial\WWW\modelSys\Admin\Lib\Model\MisSystemPanelModel.class.php，行号:47，运行时间:0.0000s ]
[ 2018-09-30T11:06:08+08:00 ] /Admin/index.php/Common/nvigateTO/groupid/41 | NOTIC: [8] Undefined index: nodeActionName1 common.php 第 4027 行.
[ 2018-09-30T11:06:08+08:00 ] /Admin/index.php/Common/nvigateTO/groupid/41 | NOTIC: [8] Undefined index: nodeAuditId1 common.php 第 4029 行.
[ 2018-09-30T11:06:08+08:00 ] /Admin/index.php/Common/nvigateTO/groupid/41 | SQL: SHOW COLUMNS FROM `mis_system_panel_user_role` [ 执行文件：E:\phpStudy\PHPTutorial\WWW\modelSys\Admin\Lib\Model\MisSystemPanelModel.class.php，行号:47，运行时间:0.0040s ]
[ 2018-09-30T11:06:08+08:00 ] /Admin/index.php/Common/nvigateTO/groupid/41 | SQL: SHOW COLUMNS FROM `mis_system_panel_user_role` [ 执行文件：E:\phpStudy\PHPTutorial\WWW\modelSys\Admin\Lib\Model\MisSystemPanelModel.class.php，行号:47，运行时间:0.0040s ]
[ 2018-09-30T11:06:08+08:00 ] /Admin/index.php/Common/nvigateTO/groupid/41 | NOTIC: [8] Undefined index: nodeActionName1 common.php 第 4027 行.
[ 2018-09-30T11:06:08+08:00 ] /Admin/index.php/Common/nvigateTO/groupid/41 | NOTIC: [8] Undefined index: nodeAuditId1 common.php 第 4029 行.
[ 2018-09-30T11:06:08+08:00 ] /Admin/index.php/Common/nvigateTO/groupid/41 | NOTIC: [8] Undefined index: extendwhere Model.class.php 第 278 行.
[ 2018-09-30T11:06:08+08:00 ] /Admin/index.php/Common/nvigateTO/groupid/41 | SQL: SELECT * FROM `mis_system_panel` WHERE ( `group_id` = '41' ) AND ( `status` = 1 ) AND ( `isbasepanel` = 1 ) ORDER BY sort asc  [ 执行文件：E:\phpStudy\PHPTutorial\WWW\modelSys\Admin\Lib\Action\MisSystemPanelAction.class.php，行号:111，运行时间:0.0000s ]
[ 2018-09-30T11:06:08+08:00 ] /Admin/index.php/Common/nvigateTO/groupid/41 | SQL: SELECT * FROM `mis_system_panel` WHERE ( `group_id` = '41' ) AND ( `status` = 1 ) AND ( `isbasepanel` = 1 ) ORDER BY sort asc  [ 执行文件：E:\phpStudy\PHPTutorial\WWW\modelSys\Admin\Lib\Action\MisSystemPanelAction.class.php，行号:111，运行时间:0.0000s ]
[ 2018-09-30T11:06:08+08:00 ] /Admin/index.php/Common/nvigateTO/groupid/41 | NOTIC: [2] Invalid argument supplied for foreach() MisSystemPanelAction.class.php 第 113 行.
[ 2018-09-30T11:06:08+08:00 ] /Admin/index.php/Common/nvigateTO/groupid/41 | NOTIC: [8] Undefined index: extendwhere Model.class.php 第 278 行.
[ 2018-09-30T11:06:08+08:00 ] /Admin/index.php/Common/nvigateTO/groupid/41 | SQL: SELECT * FROM `mis_system_panel_user_role` WHERE ( `status` = 1 ) AND ( `userid` = '1' ) LIMIT 1   [ 执行文件：E:\phpStudy\PHPTutorial\WWW\modelSys\Admin\Lib\Model\MisSystemPanelUserRoleModel.class.php，行号:37，运行时间:0.0000s ]
[ 2018-09-30T11:06:08+08:00 ] /Admin/index.php/Common/nvigateTO/groupid/41 | SQL: SELECT * FROM `mis_system_panel_user_role` WHERE ( `status` = 1 ) AND ( `userid` = '1' ) LIMIT 1   [ 执行文件：E:\phpStudy\PHPTutorial\WWW\modelSys\Admin\Lib\Model\MisSystemPanelUserRoleModel.class.php，行号:37，运行时间:0.0000s ]
[ 2018-09-30T11:06:08+08:00 ] /Admin/index.php/Common/nvigateTO/groupid/41 | SQL: SHOW COLUMNS FROM `mis_system_panel_department_role` [ 执行文件：E:\phpStudy\PHPTutorial\WWW\modelSys\Admin\Lib\Model\MisSystemPanelUserRoleModel.class.php，行号:37，运行时间:0.0030s ]
[ 2018-09-30T11:06:08+08:00 ] /Admin/index.php/Common/nvigateTO/groupid/41 | SQL: SHOW COLUMNS FROM `mis_system_panel_department_role` [ 执行文件：E:\phpStudy\PHPTutorial\WWW\modelSys\Admin\Lib\Model\MisSystemPanelUserRoleModel.class.php，行号:37，运行时间:0.0030s ]
[ 2018-09-30T11:06:08+08:00 ] /Admin/index.php/Common/nvigateTO/groupid/41 | NOTIC: [8] Undefined index: nodeActionName1 common.php 第 4027 行.
[ 2018-09-30T11:06:08+08:00 ] /Admin/index.php/Common/nvigateTO/groupid/41 | NOTIC: [8] Undefined index: nodeAuditId1 common.php 第 4029 行.
[ 2018-09-30T11:06:08+08:00 ] /Admin/index.php/Common/nvigateTO/groupid/41 | NOTIC: [8] Undefined index: extendwhere Model.class.php 第 278 行.
[ 2018-09-30T11:06:08+08:00 ] /Admin/index.php/Common/nvigateTO/groupid/41 | SQL: SELECT * FROM `mis_system_panel_department_role` WHERE ( `departmentid` = null ) LIMIT 1   [ 执行文件：E:\phpStudy\PHPTutorial\WWW\modelSys\Admin\Lib\Model\MisSystemPanelDepartmentRoleModel.class.php，行号:25，运行时间:0.0010s ]
[ 2018-09-30T11:06:08+08:00 ] /Admin/index.php/Common/nvigateTO/groupid/41 | SQL: SELECT * FROM `mis_system_panel_department_role` WHERE ( `departmentid` = null ) LIMIT 1   [ 执行文件：E:\phpStudy\PHPTutorial\WWW\modelSys\Admin\Lib\Model\MisSystemPanelDepartmentRoleModel.class.php，行号:25，运行时间:0.0010s ]
[ 2018-09-30T11:06:08+08:00 ] /Admin/index.php/Common/nvigateTO/groupid/41 | NOTIC: [8] Undefined index: extendwhere Model.class.php 第 278 行.
[ 2018-09-30T11:06:08+08:00 ] /Admin/index.php/Common/nvigateTO/groupid/41 | SQL: SELECT * FROM `mis_system_panel` WHERE ( `group_id` = '41' ) AND ( `status` = 1 ) AND ( `isbasepanel` <> 1 ) AND ( `id` IN ('0') ) ORDER BY sort ASC  [ 执行文件：E:\phpStudy\PHPTutorial\WWW\modelSys\Admin\Lib\Action\MisSystemPanelAction.class.php，行号:136，运行时间:0.0000s ]
[ 2018-09-30T11:06:08+08:00 ] /Admin/index.php/Common/nvigateTO/groupid/41 | SQL: SELECT * FROM `mis_system_panel` WHERE ( `group_id` = '41' ) AND ( `status` = 1 ) AND ( `isbasepanel` <> 1 ) AND ( `id` IN ('0') ) ORDER BY sort ASC  [ 执行文件：E:\phpStudy\PHPTutorial\WWW\modelSys\Admin\Lib\Action\MisSystemPanelAction.class.php，行号:136，运行时间:0.0000s ]
[ 2018-09-30T11:06:08+08:00 ] /Admin/index.php/Common/nvigateTO/groupid/41 | SQL: SHOW COLUMNS FROM `mis_system_panel_usersort` [ 执行文件：E:\phpStudy\PHPTutorial\WWW\modelSys\Admin\Lib\Action\MisSystemPanelAction.class.php，行号:136，运行时间:0.0040s ]
[ 2018-09-30T11:06:08+08:00 ] /Admin/index.php/Common/nvigateTO/groupid/41 | SQL: SHOW COLUMNS FROM `mis_system_panel_usersort` [ 执行文件：E:\phpStudy\PHPTutorial\WWW\modelSys\Admin\Lib\Action\MisSystemPanelAction.class.php，行号:136，运行时间:0.0040s ]
[ 2018-09-30T11:06:08+08:00 ] /Admin/index.php/Common/nvigateTO/groupid/41 | NOTIC: [8] Undefined index: nodeActionName1 common.php 第 4027 行.
[ 2018-09-30T11:06:08+08:00 ] /Admin/index.php/Common/nvigateTO/groupid/41 | NOTIC: [8] Undefined index: nodeAuditId1 common.php 第 4029 行.
[ 2018-09-30T11:06:08+08:00 ] /Admin/index.php/Common/nvigateTO/groupid/41 | NOTIC: [8] Undefined index: extendwhere Model.class.php 第 278 行.
[ 2018-09-30T11:06:08+08:00 ] /Admin/index.php/Common/nvigateTO/groupid/41 | SQL: SELECT * FROM `mis_system_panel_usersort` WHERE ( `status` = 1 ) AND ( `userid` = '1' ) LIMIT 1   [ 执行文件：E:\phpStudy\PHPTutorial\WWW\modelSys\Admin\Lib\Model\MisSystemPanelUsersortModel.class.php，行号:38，运行时间:0.0000s ]
[ 2018-09-30T11:06:08+08:00 ] /Admin/index.php/Common/nvigateTO/groupid/41 | SQL: SELECT * FROM `mis_system_panel_usersort` WHERE ( `status` = 1 ) AND ( `userid` = '1' ) LIMIT 1   [ 执行文件：E:\phpStudy\PHPTutorial\WWW\modelSys\Admin\Lib\Model\MisSystemPanelUsersortModel.class.php，行号:38，运行时间:0.0000s ]
[ 2018-09-30T11:06:08+08:00 ] /Admin/index.php/Common/nvigateTO/groupid/41 | NOTIC: [2] Invalid argument supplied for foreach() MisSystemPanelAction.class.php 第 150 行.
[ 2018-09-30T11:06:08+08:00 ] /Admin/index.php/Common/nvigateTO/groupid/41 | INFO: [ view_template ] --START--
[ 2018-09-30T11:06:08+08:00 ] /Admin/index.php/Common/nvigateTO/groupid/41 | INFO: Tag[ view_template ] --START--
[ 2018-09-30T11:06:08+08:00 ] /Admin/index.php/Common/nvigateTO/groupid/41 | INFO: Run LocationTemplate Behavior [ RunTime:0.000000s ]
[ 2018-09-30T11:06:08+08:00 ] /Admin/index.php/Common/nvigateTO/groupid/41 | INFO: Run LocationTemplate Behavior [ RunTime:0.000000s ]
[ 2018-09-30T11:06:08+08:00 ] /Admin/index.php/Common/nvigateTO/groupid/41 | INFO: [ view_template ] --END-- [ RunTime:0.000000s ]
[ 2018-09-30T11:06:08+08:00 ] /Admin/index.php/Common/nvigateTO/groupid/41 | INFO: Tag[ view_template ] --END-- [ RunTime:0.000000s ]
[ 2018-09-30T11:06:08+08:00 ] /Admin/index.php/Common/nvigateTO/groupid/41 | INFO: [ view_parse ] --START--
[ 2018-09-30T11:06:08+08:00 ] /Admin/index.php/Common/nvigateTO/groupid/41 | INFO: Tag[ view_parse ] --START--
[ 2018-09-30T11:06:08+08:00 ] /Admin/index.php/Common/nvigateTO/groupid/41 | NOTIC: [8] Undefined variable: isscroll 984adc997a74b426c38d838b6178297a.php 第 3 行.
[ 2018-09-30T11:06:08+08:00 ] /Admin/index.php/Common/nvigateTO/groupid/41 | INFO: Run ParseTemplate Behavior [ RunTime:0.015001s ]
[ 2018-09-30T11:06:08+08:00 ] /Admin/index.php/Common/nvigateTO/groupid/41 | INFO: Run ParseTemplate Behavior [ RunTime:0.015001s ]
[ 2018-09-30T11:06:08+08:00 ] /Admin/index.php/Common/nvigateTO/groupid/41 | INFO: [ view_parse ] --END-- [ RunTime:0.017001s ]
[ 2018-09-30T11:06:08+08:00 ] /Admin/index.php/Common/nvigateTO/groupid/41 | INFO: Tag[ view_parse ] --END-- [ RunTime:0.017001s ]
[ 2018-09-30T11:06:08+08:00 ] /Admin/index.php/Common/nvigateTO/groupid/41 | INFO: [ view_filter ] --START--
[ 2018-09-30T11:06:08+08:00 ] /Admin/index.php/Common/nvigateTO/groupid/41 | INFO: Tag[ view_filter ] --START--
[ 2018-09-30T11:06:08+08:00 ] /Admin/index.php/Common/nvigateTO/groupid/41 | INFO: Run ContentReplace Behavior [ RunTime:0.000000s ]
[ 2018-09-30T11:06:08+08:00 ] /Admin/index.php/Common/nvigateTO/groupid/41 | INFO: Run ContentReplace Behavior [ RunTime:0.000000s ]
[ 2018-09-30T11:06:08+08:00 ] /Admin/index.php/Common/nvigateTO/groupid/41 | INFO: Run TokenBuild Behavior [ RunTime:0.001000s ]
[ 2018-09-30T11:06:08+08:00 ] /Admin/index.php/Common/nvigateTO/groupid/41 | INFO: Run TokenBuild Behavior [ RunTime:0.001000s ]
[ 2018-09-30T11:06:08+08:00 ] /Admin/index.php/Common/nvigateTO/groupid/41 | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000000s ]
[ 2018-09-30T11:06:08+08:00 ] /Admin/index.php/Common/nvigateTO/groupid/41 | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000000s ]
[ 2018-09-30T11:06:08+08:00 ] /Admin/index.php/Common/nvigateTO/groupid/41 | INFO: Run ShowRuntime Behavior [ RunTime:0.001000s ]
[ 2018-09-30T11:06:08+08:00 ] /Admin/index.php/Common/nvigateTO/groupid/41 | INFO: Run ShowRuntime Behavior [ RunTime:0.001000s ]
[ 2018-09-30T11:06:08+08:00 ] /Admin/index.php/Common/nvigateTO/groupid/41 | INFO: [ view_filter ] --END-- [ RunTime:0.002000s ]
[ 2018-09-30T11:06:08+08:00 ] /Admin/index.php/Common/nvigateTO/groupid/41 | INFO: Tag[ view_filter ] --END-- [ RunTime:0.002000s ]
[ 2018-09-30T11:06:08+08:00 ] /Admin/index.php/Common/nvigateTO/groupid/41 | INFO: [ view_end ] --START--
[ 2018-09-30T11:06:08+08:00 ] /Admin/index.php/Common/nvigateTO/groupid/41 | INFO: Tag[ view_end ] --START--
[ 2018-09-30T11:06:08+08:00 ] /Admin/index.php/Common/nvigateTO/groupid/41 | INFO: Run ShowPageTrace Behavior [ RunTime:0.000000s ]
[ 2018-09-30T11:06:08+08:00 ] /Admin/index.php/Common/nvigateTO/groupid/41 | INFO: Run ShowPageTrace Behavior [ RunTime:0.000000s ]
[ 2018-09-30T11:06:08+08:00 ] /Admin/index.php/Common/nvigateTO/groupid/41 | INFO: [ view_end ] --END-- [ RunTime:0.000000s ]
[ 2018-09-30T11:06:08+08:00 ] /Admin/index.php/Common/nvigateTO/groupid/41 | INFO: Tag[ view_end ] --END-- [ RunTime:0.000000s ]
[ 2018-09-30T11:06:08+08:00 ] /Admin/index.php/MisSystemUnitExchange/index | INFO: [ route_check ] --START--
[ 2018-09-30T11:06:08+08:00 ] /Admin/index.php/MisSystemUnitExchange/index | INFO: Tag[ route_check ] --START--
[ 2018-09-30T11:06:08+08:00 ] /Admin/index.php/MisSystemUnitExchange/index | INFO: Run CheckRoute Behavior [ RunTime:0.001000s ]
[ 2018-09-30T11:06:08+08:00 ] /Admin/index.php/MisSystemUnitExchange/index | INFO: Run CheckRoute Behavior [ RunTime:0.001000s ]
[ 2018-09-30T11:06:08+08:00 ] /Admin/index.php/MisSystemUnitExchange/index | INFO: [ route_check ] --END-- [ RunTime:0.001000s ]
[ 2018-09-30T11:06:08+08:00 ] /Admin/index.php/MisSystemUnitExchange/index | INFO: Tag[ route_check ] --END-- [ RunTime:0.001000s ]
[ 2018-09-30T11:06:08+08:00 ] /Admin/index.php/MisSystemUnitExchange/index | INFO: [ app_begin ] --START--
[ 2018-09-30T11:06:08+08:00 ] /Admin/index.php/MisSystemUnitExchange/index | INFO: Tag[ app_begin ] --START--
[ 2018-09-30T11:06:08+08:00 ] /Admin/index.php/MisSystemUnitExchange/index | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000000s ]
[ 2018-09-30T11:06:08+08:00 ] /Admin/index.php/MisSystemUnitExchange/index | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000000s ]
[ 2018-09-30T11:06:08+08:00 ] /Admin/index.php/MisSystemUnitExchange/index | INFO: Run CheckLang Behavior [ RunTime:0.002000s ]
[ 2018-09-30T11:06:08+08:00 ] /Admin/index.php/MisSystemUnitExchange/index | INFO: Run CheckLang Behavior [ RunTime:0.002000s ]
[ 2018-09-30T11:06:08+08:00 ] /Admin/index.php/MisSystemUnitExchange/index | INFO: [ app_begin ] --END-- [ RunTime:0.003000s ]
[ 2018-09-30T11:06:08+08:00 ] /Admin/index.php/MisSystemUnitExchange/index | INFO: Tag[ app_begin ] --END-- [ RunTime:0.003000s ]
[ 2018-09-30T11:06:08+08:00 ] /Admin/index.php/MisSystemUnitExchange/index | NOTIC: [8192] Call-time pass-by-reference has been deprecated MisSystemUnitExchangeAction.class.php 第 23 行.
[ 2018-09-30T11:06:08+08:00 ] /Admin/index.php/MisSystemUnitExchange/index | NOTIC: [8192] Call-time pass-by-reference has been deprecated MisSystemUnitExchangeAction.class.php 第 185 行.
[ 2018-09-30T11:06:08+08:00 ] /Admin/index.php/MisSystemUnitExchange/index | SQL: SHOW COLUMNS FROM `user` [ 执行文件：，行号:，运行时间:0.0060s ]
[ 2018-09-30T11:06:08+08:00 ] /Admin/index.php/MisSystemUnitExchange/index | SQL: SHOW COLUMNS FROM `user` [ 执行文件：，行号:，运行时间:0.0060s ]
[ 2018-09-30T11:06:08+08:00 ] /Admin/index.php/MisSystemUnitExchange/index | NOTIC: [8] Undefined index: nodeActionName1 common.php 第 4027 行.
[ 2018-09-30T11:06:08+08:00 ] /Admin/index.php/MisSystemUnitExchange/index | NOTIC: [8] Undefined index: nodeAuditId1 common.php 第 4029 行.
[ 2018-09-30T11:06:08+08:00 ] /Admin/index.php/MisSystemUnitExchange/index | NOTIC: [2] Missing argument 1 for UserModel::getConfNotAuth(), called in E:\phpStudy\PHPTutorial\WWW\modelSys\Admin\Lib\Action\CommonAction.class.php on line 90 and defined UserModel.class.php 第 409 行.
[ 2018-09-30T11:06:08+08:00 ] /Admin/index.php/MisSystemUnitExchange/index | NOTIC: [8] Undefined variable: type UserModel.class.php 第 411 行.
[ 2018-09-30T11:06:08+08:00 ] /Admin/index.php/MisSystemUnitExchange/index | NOTIC: [8] Undefined index: NOT_AUTH_MODUL UserModel.class.php 第 416 行.
[ 2018-09-30T11:06:08+08:00 ] /Admin/index.php/MisSystemUnitExchange/index | NOTIC: [8] Undefined index: iseditor CommonAction.class.php 第 5532 行.
[ 2018-09-30T11:06:08+08:00 ] /Admin/index.php/MisSystemUnitExchange/index | NOTIC: [8] Undefined index: iseditor CommonAction.class.php 第 5532 行.
[ 2018-09-30T11:06:08+08:00 ] /Admin/index.php/MisSystemUnitExchange/index | NOTIC: [8] Undefined index: iseditor CommonAction.class.php 第 5532 行.
[ 2018-09-30T11:06:08+08:00 ] /Admin/index.php/MisSystemUnitExchange/index | NOTIC: [8] Undefined index: iseditor CommonAction.class.php 第 5532 行.
[ 2018-09-30T11:06:08+08:00 ] /Admin/index.php/MisSystemUnitExchange/index | NOTIC: [2] Missing argument 1 for CommonAction::getDateSoure(), called in E:\phpStudy\PHPTutorial\WWW\modelSys\Admin\Lib\Action\MisSystemUnitExchangeAction.class.php on line 200 and defined CommonAction.class.php 第 11855 行.
[ 2018-09-30T11:06:08+08:00 ] /Admin/index.php/MisSystemUnitExchange/index | NOTIC: [8] Undefined variable: name CommonAction.class.php 第 11856 行.
[ 2018-09-30T11:06:08+08:00 ] /Admin/index.php/MisSystemUnitExchange/index | SQL: SHOW COLUMNS FROM `mis_dynamic_database_sub` [ 执行文件：，行号:，运行时间:0.0040s ]
[ 2018-09-30T11:06:08+08:00 ] /Admin/index.php/MisSystemUnitExchange/index | SQL: SHOW COLUMNS FROM `mis_dynamic_database_sub` [ 执行文件：，行号:，运行时间:0.0040s ]
[ 2018-09-30T11:06:08+08:00 ] /Admin/index.php/MisSystemUnitExchange/index | NOTIC: [8] Undefined index: nodeActionName1 common.php 第 4027 行.
[ 2018-09-30T11:06:08+08:00 ] /Admin/index.php/MisSystemUnitExchange/index | NOTIC: [8] Undefined index: nodeAuditId1 common.php 第 4029 行.
[ 2018-09-30T11:06:08+08:00 ] /Admin/index.php/MisSystemUnitExchange/index | SQL: SHOW COLUMNS FROM `mis_dynamic_form_propery` [ 执行文件：，行号:，运行时间:0.0060s ]
[ 2018-09-30T11:06:08+08:00 ] /Admin/index.php/MisSystemUnitExchange/index | SQL: SHOW COLUMNS FROM `mis_dynamic_form_propery` [ 执行文件：，行号:，运行时间:0.0060s ]
[ 2018-09-30T11:06:08+08:00 ] /Admin/index.php/MisSystemUnitExchange/index | NOTIC: [8] Undefined index: nodeActionName1 common.php 第 4027 行.
[ 2018-09-30T11:06:08+08:00 ] /Admin/index.php/MisSystemUnitExchange/index | NOTIC: [8] Undefined index: nodeAuditId1 common.php 第 4029 行.
[ 2018-09-30T11:06:08+08:00 ] /Admin/index.php/MisSystemUnitExchange/index | SQL: SHOW COLUMNS FROM `mis_dynamic_form_manage` [ 执行文件：，行号:，运行时间:0.0050s ]
[ 2018-09-30T11:06:08+08:00 ] /Admin/index.php/MisSystemUnitExchange/index | SQL: SHOW COLUMNS FROM `mis_dynamic_form_manage` [ 执行文件：，行号:，运行时间:0.0050s ]
[ 2018-09-30T11:06:08+08:00 ] /Admin/index.php/MisSystemUnitExchange/index | NOTIC: [8] Undefined index: nodeActionName1 common.php 第 4027 行.
[ 2018-09-30T11:06:08+08:00 ] /Admin/index.php/MisSystemUnitExchange/index | NOTIC: [8] Undefined index: nodeAuditId1 common.php 第 4029 行.
[ 2018-09-30T11:06:08+08:00 ] /Admin/index.php/MisSystemUnitExchange/index | NOTIC: [8] Undefined index: extendwhere Model.class.php 第 278 行.
[ 2018-09-30T11:06:08+08:00 ] /Admin/index.php/MisSystemUnitExchange/index | SQL: SELECT `id` FROM `mis_dynamic_form_manage` WHERE ( `actionname` = 'MisSystemUnitExchange' ) AND ( 1=1 ) LIMIT 1   [ 执行文件：E:\phpStudy\PHPTutorial\WWW\modelSys\Admin\Common\common.php，行号:541，运行时间:0.0000s ]
[ 2018-09-30T11:06:08+08:00 ] /Admin/index.php/MisSystemUnitExchange/index | SQL: SELECT `id` FROM `mis_dynamic_form_manage` WHERE ( `actionname` = 'MisSystemUnitExchange' ) AND ( 1=1 ) LIMIT 1   [ 执行文件：E:\phpStudy\PHPTutorial\WWW\modelSys\Admin\Common\common.php，行号:541，运行时间:0.0000s ]
[ 2018-09-30T11:06:08+08:00 ] /Admin/index.php/MisSystemUnitExchange/index | NOTIC: [8] Undefined variable: data common.php 第 543 行.
[ 2018-09-30T11:06:08+08:00 ] /Admin/index.php/MisSystemUnitExchange/index | NOTIC: [8] Undefined index: extendwhere Model.class.php 第 278 行.
[ 2018-09-30T11:06:08+08:00 ] /Admin/index.php/MisSystemUnitExchange/index | SQL: SELECT * FROM `mis_dynamic_database_sub` WHERE ( `formid` = null ) AND ( `isdatasouce` = 1 ) LIMIT 1   [ 执行文件：E:\phpStudy\PHPTutorial\WWW\modelSys\Admin\Lib\Action\CommonAction.class.php，行号:11870，运行时间:0.0000s ]
[ 2018-09-30T11:06:08+08:00 ] /Admin/index.php/MisSystemUnitExchange/index | SQL: SELECT * FROM `mis_dynamic_database_sub` WHERE ( `formid` = null ) AND ( `isdatasouce` = 1 ) LIMIT 1   [ 执行文件：E:\phpStudy\PHPTutorial\WWW\modelSys\Admin\Lib\Action\CommonAction.class.php，行号:11870，运行时间:0.0000s ]
[ 2018-09-30T11:06:08+08:00 ] /Admin/index.php/MisSystemUnitExchange/index | SQL: SELECT * FROM `mis_dynamic_form_propery` WHERE status=1 and ids= LIMIT 1   [ 执行文件：E:\phpStudy\PHPTutorial\WWW\modelSys\Admin\Lib\Action\CommonAction.class.php，行号:11872，运行时间:0.0000s ]
[ 2018-09-30T11:06:08+08:00 ] /Admin/index.php/MisSystemUnitExchange/index | SQL: SELECT * FROM `mis_dynamic_form_propery` WHERE status=1 and ids= LIMIT 1   [ 执行文件：E:\phpStudy\PHPTutorial\WWW\modelSys\Admin\Lib\Action\CommonAction.class.php，行号:11872，运行时间:0.0000s ]
[ 2018-09-30T11:06:08+08:00 ] /Admin/index.php/MisSystemUnitExchange/index | NOTIC: [8] Undefined variable: skey CommonAction.class.php 第 11880 行.
